,site,scientificnameaccepted,quarter,yearcollected,Count (Dmnless)
2845,site_54.73_12.79,Halicryptus spinulosus,4,1991,3
2846,site_54.73_12.79,Halicryptus spinulosus,4,1992,3
2847,site_54.73_12.79,Halicryptus spinulosus,4,1993,6
2848,site_54.73_12.79,Halicryptus spinulosus,4,1995,7
2849,site_54.73_12.79,Halicryptus spinulosus,4,1997,10
2850,site_54.73_12.79,Halicryptus spinulosus,4,1998,3
2851,site_54.73_12.79,Halicryptus spinulosus,4,2000,27
2852,site_54.73_12.79,Halicryptus spinulosus,4,2001,14
2853,site_54.73_12.79,Halicryptus spinulosus,4,2002,3
2854,site_54.73_12.79,Halicryptus spinulosus,4,2003,7
2855,site_54.73_12.79,Halicryptus spinulosus,4,2004,10
2856,site_54.73_12.79,Halisarca dujardinii,4,2003,1
2857,site_54.73_12.79,Halitholus yoldiaarcticae,4,1997,1
2858,site_54.73_12.79,Halitholus yoldiaarcticae,4,1998,1
2859,site_54.73_12.79,Harmothoe imbricata,4,1991,48
2860,site_54.73_12.79,Harmothoe imbricata,4,1997,27
2861,site_54.73_12.79,Harmothoe imbricata,4,1998,1
2862,site_54.73_12.79,Harmothoe imbricata,4,2000,1
2863,site_54.73_12.79,Harmothoe imbricata,4,2001,3
2864,site_54.73_12.79,Harmothoe imbricata,4,2002,1
2865,site_54.73_12.79,Harmothoe imbricata,4,2003,10
2866,site_54.73_12.79,Harmothoe impar,4,2000,3
2867,site_54.73_12.79,Harmothoe impar,4,2002,7
2868,site_54.73_12.79,Hartlaubella gelatinosa,4,2000,1
2869,site_54.73_12.79,Hartlaubella gelatinosa,4,2001,1
2870,site_54.73_12.79,Hartlaubella gelatinosa,4,2002,1
2871,site_54.73_12.79,Hartlaubella gelatinosa,4,2003,1
2872,site_54.73_12.79,Hediste diversicolor,4,1991,10
2873,site_54.73_12.79,Hediste diversicolor,4,1992,3
2874,site_54.73_12.79,Hediste diversicolor,4,1993,37
2875,site_54.73_12.79,Hediste diversicolor,4,1994,27
2876,site_54.73_12.79,Hediste diversicolor,4,1995,5
2877,site_54.73_12.79,Hediste diversicolor,4,1997,17
2878,site_54.73_12.79,Hediste diversicolor,4,1998,20
2879,site_54.73_12.79,Hediste diversicolor,4,2000,3
2880,site_54.73_12.79,Hediste diversicolor,4,2001,27
2881,site_54.73_12.79,Hediste diversicolor,4,2002,14
2882,site_54.73_12.79,Heteromastus filiformis,4,1990,3
2883,site_54.73_12.79,Heteromastus filiformis,4,1994,3
2884,site_54.73_12.79,Heteromastus filiformis,4,1995,2
2885,site_54.73_12.79,Heteromastus filiformis,4,2004,7
2886,site_54.73_12.79,Hydrobia ulvae,2,1981,9
2887,site_54.73_12.79,Hydrobia ulvae,2,1982,3
2888,site_54.73_12.79,Hydrobia ulvae,2,1983,9
2889,site_54.73_12.79,Hydrobia ulvae,2,1984,136
2890,site_54.73_12.79,Hydrobia ulvae,3,1980,3
2891,site_54.73_12.79,Hydrobia ulvae,3,1999,599
2892,site_54.73_12.79,Hydrobia ulvae,4,1988,9
2893,site_54.73_12.79,Hydrobia ulvae,4,1989,2083
2894,site_54.73_12.79,Hydrobia ulvae,4,1990,3132
2895,site_54.73_12.79,Hydrobia ulvae,4,1991,4048
2896,site_54.73_12.79,Hydrobia ulvae,4,1992,10059
2897,site_54.73_12.79,Hydrobia ulvae,4,1993,4992
2898,site_54.73_12.79,Hydrobia ulvae,4,1994,1466
2899,site_54.73_12.79,Hydrobia ulvae,4,1995,3289
2900,site_54.73_12.79,Hydrobia ulvae,4,1997,1020
2901,site_54.73_12.79,Hydrobia ulvae,4,1998,1748
2902,site_54.73_12.79,Hydrobia ulvae,4,2000,286
2903,site_54.73_12.79,Hydrobia ulvae,4,2001,391
2904,site_54.73_12.79,Hydrobia ulvae,4,2002,1000
2905,site_54.73_12.79,Hydrobia ulvae,4,2003,745
2906,site_54.73_12.79,Hydrobia ulvae,4,2004,303
2907,site_54.73_12.79,Jaera albifrons,3,1999,1
2908,site_54.73_12.79,Jaera albifrons,4,1991,10
2909,site_54.73_12.79,Jaera albifrons,4,2000,7
2910,site_54.73_12.79,Jaera albifrons,4,2001,7
2911,site_54.73_12.79,Jaera albifrons,4,2002,1
2912,site_54.73_12.79,Lafoeina tenuis,4,2001,1
2913,site_54.73_12.79,Lagis koreni,4,2002,323
2914,site_54.73_12.79,Lagis koreni,4,2003,262
2915,site_54.73_12.79,Lagis koreni,4,2004,3
2916,site_54.73_12.79,Lamellidoris muricata,4,1997,7
2917,site_54.73_12.79,Laomedea flexuosa,4,1997,1
2918,site_54.73_12.79,Laomedea flexuosa,4,1998,1
2919,site_54.73_12.79,Lineus ruber,2,1984,5
2920,site_54.73_12.79,Lineus ruber,3,1980,3
2921,site_54.73_12.79,Lineus ruber,4,1986,5
2922,site_54.73_12.79,Lineus ruber,4,2001,3
2923,site_54.73_12.79,Lineus ruber,4,2002,24
2924,site_54.73_12.79,Lineus ruber,4,2003,17
2925,site_54.73_12.79,Lineus ruber,4,2004,24
2926,site_54.73_12.79,Macoma balthica,2,1981,284
2927,site_54.73_12.79,Macoma balthica,2,1982,352
2928,site_54.73_12.79,Macoma balthica,2,1983,179
2929,site_54.73_12.79,Macoma balthica,2,1984,229
2930,site_54.73_12.79,Macoma balthica,3,1980,149
2931,site_54.73_12.79,Macoma balthica,3,1999,170
2932,site_54.73_12.79,Macoma balthica,4,1986,132
2933,site_54.73_12.79,Macoma balthica,4,1987,9
2934,site_54.73_12.79,Macoma balthica,4,1988,3
2935,site_54.73_12.79,Macoma balthica,4,1989,3
2936,site_54.73_12.79,Macoma balthica,4,1990,9
2937,site_54.73_12.79,Macoma balthica,4,1991,3
2938,site_54.73_12.79,Macoma balthica,4,1992,33
2939,site_54.73_12.79,Macoma balthica,4,1993,104
2940,site_54.73_12.79,Macoma balthica,4,1994,146
2941,site_54.73_12.79,Macoma balthica,4,1995,241
2942,site_54.73_12.79,Macoma balthica,4,1997,269
2943,site_54.73_12.79,Macoma balthica,4,1998,235
2944,site_54.73_12.79,Macoma balthica,4,2000,235
2945,site_54.73_12.79,Macoma balthica,4,2001,170
2946,site_54.73_12.79,Macoma balthica,4,2002,228
2947,site_54.73_12.79,Macoma balthica,4,2003,156
2948,site_54.73_12.79,Macoma balthica,4,2004,167
2949,site_54.73_12.79,Marenzelleria neglecta,4,1993,4
2950,site_54.73_12.79,Marenzelleria neglecta,4,1994,34
2951,site_54.73_12.79,Marenzelleria neglecta,4,1995,14
2952,site_54.73_12.79,Microdeutopus gryllotalpa,4,2000,1
2953,site_54.73_12.79,Molgula manhattensis,4,2001,1
2954,site_54.73_12.79,Monoporeia affinis,2,1982,3
2955,site_54.73_12.79,Musculus discors,4,2003,1
2956,site_54.73_12.79,Mya arenaria,2,1981,85
2957,site_54.73_12.79,Mya arenaria,2,1982,138
2958,site_54.73_12.79,Mya arenaria,2,1983,44
2959,site_54.73_12.79,Mya arenaria,2,1984,9
2960,site_54.73_12.79,Mya arenaria,3,1980,167
2961,site_54.73_12.79,Mya arenaria,3,1999,156
2962,site_54.73_12.79,Mya arenaria,4,1986,22
2963,site_54.73_12.79,Mya arenaria,4,1987,12
2964,site_54.73_12.79,Mya arenaria,4,1989,715
2965,site_54.73_12.79,Mya arenaria,4,1990,1043
2966,site_54.73_12.79,Mya arenaria,4,1991,425
2967,site_54.73_12.79,Mya arenaria,4,1992,1599
2968,site_54.73_12.79,Mya arenaria,4,1993,1218
2969,site_54.73_12.79,Mya arenaria,4,1994,320
2970,site_54.73_12.79,Mya arenaria,4,1995,364
2971,site_54.73_12.79,Mya arenaria,4,1997,177
2972,site_54.73_12.79,Mya arenaria,4,1998,153
2973,site_54.73_12.79,Mya arenaria,4,2000,75
2974,site_54.73_12.79,Mya arenaria,4,2001,27
2975,site_54.73_12.79,Mya arenaria,4,2002,34
2976,site_54.73_12.79,Mya arenaria,4,2003,3
2977,site_54.73_12.79,Mya arenaria,4,2004,231
2978,site_54.73_12.79,Mysella bidentata,4,1987,26
2979,site_54.73_12.79,Mysella bidentata,4,2003,7
2980,site_54.73_12.79,Mysella bidentata,4,2004,3
2981,site_54.73_12.79,Mysis mixta,4,2000,1
2982,site_54.73_12.79,Mysis mixta,4,2001,1
2983,site_54.73_12.79,Mytilus edulis,2,1981,170
2984,site_54.73_12.79,Mytilus edulis,2,1982,478
2985,site_54.73_12.79,Mytilus edulis,2,1983,185
2986,site_54.73_12.79,Mytilus edulis,2,1984,893
2987,site_54.73_12.79,Mytilus edulis,3,1980,79
2988,site_54.73_12.79,Mytilus edulis,3,1999,963
2989,site_54.73_12.79,Mytilus edulis,4,1986,48
2990,site_54.73_12.79,Mytilus edulis,4,1987,85
2991,site_54.73_12.79,Mytilus edulis,4,1988,3
2992,site_54.73_12.79,Mytilus edulis,4,1989,234
2993,site_54.73_12.79,Mytilus edulis,4,1990,229
2994,site_54.73_12.79,Mytilus edulis,4,1991,5248
2995,site_54.73_12.79,Mytilus edulis,4,1992,332
2996,site_54.73_12.79,Mytilus edulis,4,1993,224
2997,site_54.73_12.79,Mytilus edulis,4,1994,595
2998,site_54.73_12.79,Mytilus edulis,4,1995,663
2999,site_54.73_12.79,Mytilus edulis,4,1997,1806
3000,site_54.73_12.79,Mytilus edulis,4,1998,1857
3001,site_54.73_12.79,Mytilus edulis,4,2000,1156
3002,site_54.73_12.79,Mytilus edulis,4,2001,1204
3003,site_54.73_12.79,Mytilus edulis,4,2002,194
3004,site_54.73_12.79,Mytilus edulis,4,2003,180
3005,site_54.73_12.79,Mytilus edulis,4,2004,139
3006,site_54.73_12.79,Nais elinguis,4,2002,7
3007,site_54.73_12.79,Nemertina,2,1982,3
3008,site_54.73_12.79,Nemertina,2,1984,5
3009,site_54.73_12.79,Nemertina,3,1999,3
3010,site_54.73_12.79,Nemertina,4,1994,3
3011,site_54.73_12.79,Nemertina,4,1995,3
3012,site_54.73_12.79,Nemertina,4,1997,7
3013,site_54.73_12.79,Nemertina,4,1998,1
3014,site_54.73_12.79,Nemertina,4,2000,17
3015,site_54.73_12.79,Nemertina,4,2001,37
3016,site_54.73_12.79,Nemertina,4,2002,54
3017,site_54.73_12.79,Nemertina,4,2003,48
3018,site_54.73_12.79,Nemertina,4,2004,24
3019,site_54.73_12.79,Neomysis integer,2,1982,3
3020,site_54.73_12.79,Neomysis integer,4,1994,3
3021,site_54.73_12.79,Neomysis integer,4,2001,3
3022,site_54.73_12.79,Neomysis integer,4,2004,1
3023,site_54.73_12.79,Nephtys caeca,4,2004,3
3024,site_54.73_12.79,Nymphon brevirostre,4,2003,1
3025,site_54.73_12.79,Odostomia rissoides,4,1998,1
3026,site_54.73_12.79,Odostomia rissoides,4,2003,3
3027,site_54.73_12.79,Odostomia rissoides,4,2004,3
3028,site_54.73_12.79,Oligochaeta,2,1982,6
3029,site_54.73_12.79,Oligochaeta,2,1983,3
3030,site_54.73_12.79,Oligochaeta,4,1989,20
3031,site_54.73_12.79,Oligochaeta,4,1990,12
3032,site_54.73_12.79,Oligochaeta,4,1991,20
3033,site_54.73_12.79,Oligochaeta,4,1992,48
3034,site_54.73_12.79,Oligochaeta,4,1993,182
3035,site_54.73_12.79,Oligochaeta,4,1994,177
3036,site_54.73_12.79,Oligochaeta,4,1995,219
3037,site_54.73_12.79,Oligochaeta,4,1997,361
3038,site_54.73_12.79,Opercularella lacerata,3,1999,1
3039,site_54.73_12.79,Opercularella lacerata,4,2000,1
3040,site_54.73_12.79,Opercularella lacerata,4,2001,1
3041,site_54.73_12.79,Ophelia limacina,4,1997,3
3042,site_54.73_12.79,Palaemon elegans,4,2002,1
3043,site_54.73_12.79,Parvicardium ovale,4,2003,14
3044,site_54.73_12.79,Phoxocephalus holbolli,2,1981,120
3045,site_54.73_12.79,Phoxocephalus holbolli,2,1984,106
3046,site_54.73_12.79,Phoxocephalus holbolli,3,1980,23
3047,site_54.73_12.79,Phyllodoce,4,1995,2
3048,site_54.73_12.79,Phyllodoce (Anaitides) maculata,4,1994,3
3049,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,4,1997,7
3050,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,4,2001,3
3051,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,4,2002,303
3052,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,4,2003,102
3053,site_54.73_12.79,Polydora (Polydora) quadrilobata,2,1984,9
3054,site_54.73_12.79,Polydora (Polydora) quadrilobata,3,1999,14
3055,site_54.73_12.79,Polydora (Polydora) quadrilobata,4,2000,7
3056,site_54.73_12.79,Polydora (Polydora) quadrilobata,4,2001,10
3057,site_54.73_12.79,Polydora (Polydora) quadrilobata,4,2002,20
3058,site_54.73_12.79,Polydora (Polydora) quadrilobata,4,2003,3
3059,site_54.73_12.79,Polydora (Polydora) quadrilobata,4,2004,3
3060,site_54.73_12.79,Polydora ciliata,3,1999,3
3061,site_54.73_12.79,Polydora ciliata,4,1994,14
3062,site_54.73_12.79,Polydora ciliata,4,1995,31
3063,site_54.73_12.79,Polydora ciliata,4,1998,10
3064,site_54.73_12.79,Pontoporeia femorata,4,1995,2
3065,site_54.73_12.79,Pontoporeia femorata,4,2001,3
3066,site_54.73_12.79,Priapulus caudatus,4,1995,2
3067,site_54.73_12.79,Prostoma obscura,4,2000,3
3068,site_54.73_12.79,Prostoma obscura,4,2001,20
3069,site_54.73_12.79,Prostoma obscura,4,2002,24
3070,site_54.73_12.79,Prostoma obscura,4,2003,24
3071,site_54.73_12.79,Pseudopolydora pulchra,4,1997,3
3072,site_54.73_12.79,Pusillina inconspicua,4,1997,3
3073,site_54.73_12.79,Pygospio elegans,2,1981,24
3074,site_54.73_12.79,Pygospio elegans,2,1982,193
3075,site_54.73_12.79,Pygospio elegans,2,1983,82
3076,site_54.73_12.79,Pygospio elegans,3,1980,64
3077,site_54.73_12.79,Pygospio elegans,3,1999,476
3078,site_54.73_12.79,Pygospio elegans,4,1986,198
3079,site_54.73_12.79,Pygospio elegans,4,1987,164
3080,site_54.73_12.79,Pygospio elegans,4,1989,91
3081,site_54.73_12.79,Pygospio elegans,4,1991,31
3082,site_54.73_12.79,Pygospio elegans,4,1992,449
3083,site_54.73_12.79,Pygospio elegans,4,1993,1392
3084,site_54.73_12.79,Pygospio elegans,4,1994,3663
3085,site_54.73_12.79,Pygospio elegans,4,1995,2187
3086,site_54.73_12.79,Pygospio elegans,4,1997,2701
3087,site_54.73_12.79,Pygospio elegans,4,1998,1391
3088,site_54.73_12.79,Pygospio elegans,4,2000,724
3089,site_54.73_12.79,Pygospio elegans,4,2001,816
3090,site_54.73_12.79,Pygospio elegans,4,2002,371
3091,site_54.73_12.79,Pygospio elegans,4,2004,14
3092,site_54.73_12.79,Retusa obtusa,4,2003,7
3093,site_54.73_12.79,Retusa obtusa,4,2004,14
3094,site_54.73_12.79,Retusa truncatula,4,2003,14
3095,site_54.73_12.79,Retusa truncatula,4,2004,3
3096,site_54.73_12.79,Saduria entomon,4,1994,3
3097,site_54.73_12.79,Saduria entomon,4,1998,1
3098,site_54.73_12.79,Scoloplos armiger,2,1981,173
3099,site_54.73_12.79,Scoloplos armiger,2,1982,6
3100,site_54.73_12.79,Scoloplos armiger,2,1984,66
3101,site_54.73_12.79,Scoloplos armiger,3,1980,158
3102,site_54.73_12.79,Scoloplos armiger,3,1999,520
3103,site_54.73_12.79,Scoloplos armiger,4,1986,40
3104,site_54.73_12.79,Scoloplos armiger,4,1987,41
3105,site_54.73_12.79,Scoloplos armiger,4,1989,3
3106,site_54.73_12.79,Scoloplos armiger,4,1990,6
3107,site_54.73_12.79,Scoloplos armiger,4,1991,24
3108,site_54.73_12.79,Scoloplos armiger,4,1992,120
3109,site_54.73_12.79,Scoloplos armiger,4,1993,618
3110,site_54.73_12.79,Scoloplos armiger,4,1994,718
3111,site_54.73_12.79,Scoloplos armiger,4,1995,364
3112,site_54.73_12.79,Scoloplos armiger,4,1997,738
3113,site_54.73_12.79,Scoloplos armiger,4,1998,554
3114,site_54.73_12.79,Scoloplos armiger,4,2000,510
3115,site_54.73_12.79,Scoloplos armiger,4,2001,374
3116,site_54.73_12.79,Scoloplos armiger,4,2002,24
3117,site_54.73_12.79,Scoloplos armiger,4,2003,173
3118,site_54.73_12.79,Scoloplos armiger,4,2004,187
3119,site_54.73_12.79,Spio filicornis,2,1983,3
3120,site_54.73_12.79,Spio filicornis,4,1986,163
3121,site_54.73_12.79,Spio goniocephala,3,1999,24
3122,site_54.73_12.79,Spio goniocephala,4,1997,432
3123,site_54.73_12.79,Spio goniocephala,4,1998,61
3124,site_54.73_12.79,Spio goniocephala,4,2000,17
3125,site_54.73_12.79,Spio goniocephala,4,2001,136
3126,site_54.73_12.79,Spio goniocephala,4,2002,34
3127,site_54.73_12.79,Spio goniocephala,4,2003,75
3128,site_54.73_12.79,Spio goniocephala,4,2004,48
3129,site_54.73_12.79,Streptosyllis websteri,4,1993,2
3130,site_54.73_12.79,Terebellides stroemii,3,1999,3
3131,site_54.73_12.79,Travisia forbesii,2,1981,32
3132,site_54.73_12.79,Travisia forbesii,3,1980,50
3133,site_54.73_12.79,Travisia forbesii,4,2000,3
3134,site_54.73_12.79,Travisia forbesii,4,2001,37
3135,site_54.73_12.79,Travisia forbesii,4,2002,71
3136,site_54.73_12.79,Travisia forbesii,4,2003,58
3137,site_54.73_12.79,Travisia forbesii,4,2004,58
3138,site_54.73_12.79,Tubifex costatus,3,1999,10
3139,site_54.73_12.79,Tubifex costatus,4,1998,201
3140,site_54.73_12.79,Tubifex costatus,4,2000,34
3141,site_54.73_12.79,Tubifex costatus,4,2001,48
3142,site_54.73_12.79,Tubifex costatus,4,2002,88
3143,site_54.73_12.79,Tubifex costatus,4,2003,10
3144,site_54.73_12.79,Tubifex costatus,4,2004,3
3145,site_54.73_12.79,Tubificoides benedeni,4,1998,20
3146,site_54.73_12.79,Tubificoides benedeni,4,2000,10
3147,site_54.73_12.79,Tubificoides benedeni,4,2001,17
3148,site_54.73_12.79,Tubificoides benedeni,4,2002,27
3149,site_54.73_12.79,Tubificoides benedeni,4,2003,14
3150,site_54.73_12.79,Tubificoides benedeni,4,2004,10
3151,site_54.93_13.5,Ampharete acutifrons,2,2001,37
3152,site_54.93_13.5,Ampharete acutifrons,3,1999,22
3153,site_54.93_13.5,Ampharete baltica,2,1983,3
3154,site_54.93_13.5,Ampharete baltica,3,1999,79
3155,site_54.93_13.5,Arctica islandica,2,2001,27
3156,site_54.93_13.5,Arctica islandica,3,1999,28
3157,site_54.93_13.5,Arctica islandica,4,1988,6
3158,site_54.93_13.5,Arctica islandica,4,1989,17
3159,site_54.93_13.5,Arctica islandica,4,1991,3
3160,site_54.93_13.5,Arctica islandica,4,1992,3
3161,site_54.93_13.5,Arctica islandica,4,1993,15
3162,site_54.93_13.5,Arctica islandica,4,1994,13
3163,site_54.93_13.5,Arctica islandica,4,1995,9
3164,site_54.93_13.5,Aricidea suecica,2,1983,18
3165,site_54.93_13.5,Bylgides sarsi,2,1983,35
3166,site_54.93_13.5,Bylgides sarsi,2,2001,24
3167,site_54.93_13.5,Bylgides sarsi,3,1999,41
3168,site_54.93_13.5,Bylgides sarsi,4,1989,13
3169,site_54.93_13.5,Bylgides sarsi,4,1990,6
3170,site_54.93_13.5,Bylgides sarsi,4,1991,15
3171,site_54.93_13.5,Bylgides sarsi,4,1993,20
3172,site_54.93_13.5,Bylgides sarsi,4,1994,12
3173,site_54.93_13.5,Capitella capitata,2,1983,97
3174,site_54.93_13.5,Capitella capitata,4,1989,24
3175,site_54.93_13.5,Capitella capitata,4,1990,6
3176,site_54.93_13.5,Capitella capitata,4,1991,26
3177,site_54.93_13.5,Capitella capitata,4,1993,12
3178,site_54.93_13.5,Capitella capitata,4,1994,70
3179,site_54.93_13.5,Capitella capitata,4,1995,9
3180,site_54.93_13.5,Diastylis rathkei,2,1983,6
3181,site_54.93_13.5,Diastylis rathkei,2,2001,27
3182,site_54.93_13.5,Diastylis rathkei,3,1999,1833
3183,site_54.93_13.5,Diastylis rathkei,4,1990,53
3184,site_54.93_13.5,Diastylis rathkei,4,1991,158
3185,site_54.93_13.5,Diastylis rathkei,4,1993,70
3186,site_54.93_13.5,Diastylis rathkei,4,1994,6
3187,site_54.93_13.5,Diastylis rathkei,4,1995,25
3188,site_54.93_13.5,Halicryptus spinulosus,2,1983,15
3189,site_54.93_13.5,Halicryptus spinulosus,2,2001,3
3190,site_54.93_13.5,Halicryptus spinulosus,3,1999,3
3191,site_54.93_13.5,Halicryptus spinulosus,4,1988,6
3192,site_54.93_13.5,Halicryptus spinulosus,4,1989,10
3193,site_54.93_13.5,Halicryptus spinulosus,4,1994,9
3194,site_54.93_13.5,Heteromastus filiformis,2,1983,12
3195,site_54.93_13.5,Heteromastus filiformis,3,1999,5
3196,site_54.93_13.5,Heteromastus filiformis,4,1989,3
3197,site_54.93_13.5,Heteromastus filiformis,4,1990,3
3198,site_54.93_13.5,Heteromastus filiformis,4,1991,3
3199,site_54.93_13.5,Heteromastus filiformis,4,1995,6
3200,site_54.93_13.5,Hydrobia ulvae,2,1983,3
3201,site_54.93_13.5,Hydrobia ulvae,4,1993,35
3202,site_54.93_13.5,Macoma balthica,2,1983,9
3203,site_54.93_13.5,Macoma balthica,2,2001,7
3204,site_54.93_13.5,Macoma balthica,3,1999,116
3205,site_54.93_13.5,Macoma balthica,4,1989,3
3206,site_54.93_13.5,Macoma balthica,4,1994,12
3207,site_54.93_13.5,Macoma balthica,4,1995,38
3208,site_54.93_13.5,Mya arenaria,4,1989,7
3209,site_54.93_13.5,Mya arenaria,4,1994,3
3210,site_54.93_13.5,Mytilus edulis,3,1999,3
3211,site_54.93_13.5,Nephtys hombergii,3,1999,3
3212,site_54.93_13.5,Pholoe assimilis,3,1999,3
3213,site_54.93_13.5,Pholoe inornata,3,1999,6
3214,site_54.93_13.5,Phyllodoce (Anaitides) maculata,2,1983,3
3215,site_54.93_13.5,Polydora (Polydora) quadrilobata,2,1983,9
3216,site_54.93_13.5,Polydora (Polydora) quadrilobata,2,2001,3
3217,site_54.93_13.5,Polydora (Polydora) quadrilobata,3,1999,176
3218,site_54.93_13.5,Polydora (Polydora) quadrilobata,4,1995,13
3219,site_54.93_13.5,Polydora ciliata,4,1994,67
3220,site_54.93_13.5,Polydora ciliata,4,1995,9
3221,site_54.93_13.5,Polydora cornuta,4,1993,35
3222,site_54.93_13.5,Pontoporeia femorata,2,1983,6
3223,site_54.93_13.5,Pontoporeia femorata,3,1999,179
3224,site_54.93_13.5,Pontoporeia femorata,4,1995,3
3225,site_54.93_13.5,Priapulus caudatus,4,1991,9
3226,site_54.93_13.5,Priapulus caudatus,4,1995,6
3227,site_54.93_13.5,Pygospio elegans,3,1999,3
3228,site_54.93_13.5,Pygospio elegans,4,1994,3
3229,site_54.93_13.5,Scoloplos armiger,2,1983,76
3230,site_54.93_13.5,Scoloplos armiger,2,2001,167
3231,site_54.93_13.5,Scoloplos armiger,3,1999,154
3232,site_54.93_13.5,Scoloplos armiger,4,1989,104
3233,site_54.93_13.5,Scoloplos armiger,4,1990,150
3234,site_54.93_13.5,Scoloplos armiger,4,1991,202
3235,site_54.93_13.5,Scoloplos armiger,4,1993,102
3236,site_54.93_13.5,Scoloplos armiger,4,1994,313
3237,site_54.93_13.5,Scoloplos armiger,4,1995,270
3238,site_54.93_13.5,Trochochaeta multisetosa,3,1999,3
3239,site_54.93_13.5,Trochochaeta multisetosa,4,1993,3
3240,site_54.93_13.5,Trochochaeta multisetosa,4,1994,3
3241,site_55.0_14.08,Abra alba,4,2004,16
3242,site_55.0_14.08,Alcyonidium polyoum,4,2001,1
3243,site_55.0_14.08,Ampharete acutifrons,3,1980,3
3244,site_55.0_14.08,Ampharete acutifrons,4,1998,126
3245,site_55.0_14.08,Ampharete acutifrons,4,2000,6
3246,site_55.0_14.08,Ampharete acutifrons,4,2001,7
3247,site_55.0_14.08,Ampharete acutifrons,4,2002,13
3248,site_55.0_14.08,Ampharete acutifrons,4,2003,1
3249,site_55.0_14.08,Ampharete baltica,2,1982,3
3250,site_55.0_14.08,Arctica islandica,2,1980,9
3251,site_55.0_14.08,Arctica islandica,2,1981,3
3252,site_55.0_14.08,Arctica islandica,2,1984,14
3253,site_55.0_14.08,Arctica islandica,3,1980,12
3254,site_55.0_14.08,Arctica islandica,4,1986,15
3255,site_55.0_14.08,Arctica islandica,4,1987,3
3256,site_55.0_14.08,Arctica islandica,4,1991,3
3257,site_55.0_14.08,Arctica islandica,4,1995,3
3258,site_55.0_14.08,Arctica islandica,4,1998,6
3259,site_55.0_14.08,Arctica islandica,4,2000,3
3260,site_55.0_14.08,Arctica islandica,4,2001,7
3261,site_55.0_14.08,Arctica islandica,4,2002,1
3262,site_55.0_14.08,Arctica islandica,4,2003,1
3263,site_55.0_14.08,Arctica islandica,4,2004,16
3264,site_55.0_14.08,Aricidea suecica,2,1982,15
3265,site_55.0_14.08,Aricidea suecica,3,1980,62
3266,site_55.0_14.08,Astarte borealis,4,2003,1
3267,site_55.0_14.08,Astarte borealis,4,2004,1
3268,site_55.0_14.08,Astarte elliptica,2,1982,3
3269,site_55.0_14.08,Astarte elliptica,2,1983,3
3270,site_55.0_14.08,Astarte elliptica,2,1984,27
3271,site_55.0_14.08,Astarte elliptica,4,1986,32
3272,site_55.0_14.08,Astarte elliptica,4,1998,1
3273,site_55.0_14.08,Astarte elliptica,4,2001,1
3274,site_55.0_14.08,Bylgides sarsi,2,1980,79
3275,site_55.0_14.08,Bylgides sarsi,2,1982,18
3276,site_55.0_14.08,Bylgides sarsi,3,1980,82
3277,site_55.0_14.08,Bylgides sarsi,4,1987,18
3278,site_55.0_14.08,Bylgides sarsi,4,1989,9
3279,site_55.0_14.08,Bylgides sarsi,4,1991,9
3280,site_55.0_14.08,Bylgides sarsi,4,1993,25
3281,site_55.0_14.08,Bylgides sarsi,4,1994,13
3282,site_55.0_14.08,Bylgides sarsi,4,1997,13
3283,site_55.0_14.08,Bylgides sarsi,4,1998,28
3284,site_55.0_14.08,Bylgides sarsi,4,2000,16
3285,site_55.0_14.08,Bylgides sarsi,4,2001,9
3286,site_55.0_14.08,Bylgides sarsi,4,2002,19
3287,site_55.0_14.08,Bylgides sarsi,4,2003,44
3288,site_55.0_14.08,Bylgides sarsi,4,2004,3
3289,site_55.0_14.08,Capitella capitata,2,1982,21
3290,site_55.0_14.08,Capitella capitata,2,1983,26
3291,site_55.0_14.08,Capitella capitata,3,1980,3
3292,site_55.0_14.08,Capitella capitata,4,1986,6
3293,site_55.0_14.08,Capitella capitata,4,1990,15
3294,site_55.0_14.08,Capitella capitata,4,1995,6
3295,site_55.0_14.08,Capitella capitata,4,2003,3
3296,site_55.0_14.08,Corbula gibba,4,1998,3
3297,site_55.0_14.08,Crangon crangon,4,1990,3
3298,site_55.0_14.08,Crangon crangon,4,2004,1
3299,site_55.0_14.08,Diastylis rathkei,2,1980,360
3300,site_55.0_14.08,Diastylis rathkei,3,1980,308
3301,site_55.0_14.08,Diastylis rathkei,4,1986,9
3302,site_55.0_14.08,Diastylis rathkei,4,1987,6
3303,site_55.0_14.08,Diastylis rathkei,4,1990,38
3304,site_55.0_14.08,Diastylis rathkei,4,1991,75
3305,site_55.0_14.08,Diastylis rathkei,4,1994,3
3306,site_55.0_14.08,Diastylis rathkei,4,1995,13
3307,site_55.0_14.08,Diastylis rathkei,4,1997,155
3308,site_55.0_14.08,Diastylis rathkei,4,1998,85
3309,site_55.0_14.08,Diastylis rathkei,4,2000,13
3310,site_55.0_14.08,Diastylis rathkei,4,2001,137
3311,site_55.0_14.08,Diastylis rathkei,4,2002,16
3312,site_55.0_14.08,Diastylis rathkei,4,2003,135
3313,site_55.0_14.08,Diastylis rathkei,4,2004,192
