,site,MMDDYYY,scientificnameaccepted,Count (Dmnless)
2245,site_54.63_14.28,10-29-2001,Alcyonidium polyoum,1
2246,site_54.63_14.28,10-20-2002,Alcyonidium polyoum,1
2247,site_54.63_14.28,10-17-2003,Alcyonidium polyoum,1
2248,site_54.63_14.28,11-2-2004,Alcyonidium polyoum,1
2249,site_54.63_14.28,11-3-1998,Ampharete baltica,1
2250,site_54.63_14.28,10-30-1994,Aricidea suecica,1
2251,site_54.63_14.28,10-30-1994,Bathyporeia pilosa,2
2252,site_54.63_14.28,11-2-1995,Bathyporeia pilosa,4
2253,site_54.63_14.28,9-10-1999,Bathyporeia pilosa,3
2254,site_54.63_14.28,10-31-1987,Bylgides sarsi,44
2255,site_54.63_14.28,11-1-1992,Bylgides sarsi,5
2256,site_54.63_14.28,10-4-1993,Bylgides sarsi,2
2257,site_54.63_14.28,10-30-1994,Bylgides sarsi,17
2258,site_54.63_14.28,11-2-1995,Bylgides sarsi,80
2259,site_54.63_14.28,10-29-1997,Bylgides sarsi,7
2260,site_54.63_14.28,11-3-1998,Bylgides sarsi,3
2261,site_54.63_14.28,9-10-1999,Bylgides sarsi,146
2262,site_54.63_14.28,10-29-2000,Bylgides sarsi,24
2263,site_54.63_14.28,10-29-2001,Bylgides sarsi,1
2264,site_54.63_14.28,10-20-2002,Bylgides sarsi,1
2265,site_54.63_14.28,10-17-2003,Bylgides sarsi,1
2266,site_54.63_14.28,11-2-2004,Bylgides sarsi,10
2267,site_54.63_14.28,5-10-1980,Capitella capitata,9
2268,site_54.63_14.28,10-4-1993,Cerastoderma glaucum,2
2269,site_54.63_14.28,10-4-1993,Corophium volutator,7
2270,site_54.63_14.28,11-2-1995,Corophium volutator,6
2271,site_54.63_14.28,10-4-1993,Crangon crangon,9
2272,site_54.63_14.28,11-2-1995,Crangon crangon,4
2273,site_54.63_14.28,11-3-1998,Crangon crangon,1
2274,site_54.63_14.28,9-10-1999,Crangon crangon,1
2275,site_54.63_14.28,10-29-2000,Crangon crangon,1
2276,site_54.63_14.28,10-29-2001,Crangon crangon,1
2277,site_54.63_14.28,10-20-2002,Crangon crangon,1
2278,site_54.63_14.28,10-17-2003,Crangon crangon,1
2279,site_54.63_14.28,11-2-2004,Crangon crangon,1
2280,site_54.63_14.28,10-31-1987,Diastylis rathkei,26
2281,site_54.63_14.28,10-26-1991,Diastylis rathkei,7
2282,site_54.63_14.28,10-4-1993,Diastylis rathkei,48
2283,site_54.63_14.28,10-30-1994,Diastylis rathkei,144
2284,site_54.63_14.28,11-2-1995,Diastylis rathkei,599
2285,site_54.63_14.28,10-29-1997,Diastylis rathkei,112
2286,site_54.63_14.28,11-3-1998,Diastylis rathkei,112
2287,site_54.63_14.28,9-10-1999,Diastylis rathkei,425
2288,site_54.63_14.28,10-29-2000,Diastylis rathkei,58
2289,site_54.63_14.28,10-29-2001,Diastylis rathkei,10
2290,site_54.63_14.28,10-20-2002,Diastylis rathkei,51
2291,site_54.63_14.28,10-17-2003,Diastylis rathkei,58
2292,site_54.63_14.28,11-2-2004,Diastylis rathkei,82
2293,site_54.63_14.28,11-3-1998,Electra crustulenta,1
2294,site_54.63_14.28,9-10-1999,Electra crustulenta,1
2295,site_54.63_14.28,10-29-2000,Electra crustulenta,1
2296,site_54.63_14.28,10-29-2001,Electra crustulenta,1
2297,site_54.63_14.28,10-20-2002,Electra crustulenta,1
2298,site_54.63_14.28,10-17-2003,Electra crustulenta,1
2299,site_54.63_14.28,11-2-2004,Electra crustulenta,1
2300,site_54.63_14.28,10-29-2001,Eucratea loricata,1
2301,site_54.63_14.28,11-3-1998,Fabricia stellaris,17
2302,site_54.63_14.28,11-3-1998,Gammarus oceanicus,1
2303,site_54.63_14.28,9-10-1999,Gammarus oceanicus,1
2304,site_54.63_14.28,10-29-2000,Gammarus oceanicus,1
2305,site_54.63_14.28,10-29-2001,Gammarus oceanicus,3
2306,site_54.63_14.28,10-20-2002,Gammarus oceanicus,1
2307,site_54.63_14.28,10-17-2003,Gammarus oceanicus,1
2308,site_54.63_14.28,11-2-2004,Gammarus oceanicus,1
2309,site_54.63_14.28,5-10-1980,Gammarus salinus,18
2310,site_54.63_14.28,10-31-1987,Gammarus salinus,3
2311,site_54.63_14.28,10-4-1993,Gammarus salinus,46
2312,site_54.63_14.28,11-2-1995,Gammarus salinus,85
2313,site_54.63_14.28,11-3-1998,Gammarus salinus,3
2314,site_54.63_14.28,9-10-1999,Gammarus salinus,3
2315,site_54.63_14.28,10-29-2000,Gammarus salinus,1
2316,site_54.63_14.28,10-29-2001,Gammarus salinus,1
2317,site_54.63_14.28,10-20-2002,Gammarus salinus,3
2318,site_54.63_14.28,10-17-2003,Gammarus salinus,1
2319,site_54.63_14.28,11-2-2004,Gammarus salinus,1
2320,site_54.63_14.28,10-4-1993,Gammarus zaddachi,54
2321,site_54.63_14.28,11-2-1995,Gammarus zaddachi,3
2322,site_54.63_14.28,11-3-1998,Gammarus zaddachi,1
2323,site_54.63_14.28,9-10-1999,Gammarus zaddachi,3
2324,site_54.63_14.28,10-29-2000,Gammarus zaddachi,1
2325,site_54.63_14.28,10-29-2001,Gammarus zaddachi,3
2326,site_54.63_14.28,10-20-2002,Gammarus zaddachi,1
2327,site_54.63_14.28,10-17-2003,Gammarus zaddachi,1
2328,site_54.63_14.28,11-2-2004,Gammarus zaddachi,1
2329,site_54.63_14.28,10-31-1987,Halicryptus spinulosus,9
2330,site_54.63_14.28,11-1-1992,Halicryptus spinulosus,46
2331,site_54.63_14.28,10-4-1993,Halicryptus spinulosus,54
2332,site_54.63_14.28,10-30-1994,Halicryptus spinulosus,48
2333,site_54.63_14.28,11-2-1995,Halicryptus spinulosus,54
2334,site_54.63_14.28,10-29-1997,Halicryptus spinulosus,82
2335,site_54.63_14.28,11-3-1998,Halicryptus spinulosus,61
2336,site_54.63_14.28,9-10-1999,Halicryptus spinulosus,170
2337,site_54.63_14.28,10-29-2000,Halicryptus spinulosus,65
2338,site_54.63_14.28,10-29-2001,Halicryptus spinulosus,78
2339,site_54.63_14.28,10-20-2002,Halicryptus spinulosus,48
2340,site_54.63_14.28,10-17-2003,Halicryptus spinulosus,34
2341,site_54.63_14.28,11-2-2004,Halicryptus spinulosus,85
2342,site_54.63_14.28,11-3-1998,Halitholus yoldiaarcticae,1
2343,site_54.63_14.28,5-10-1980,Hartlaubella gelatinosa,1
2344,site_54.63_14.28,10-29-2000,Hartlaubella gelatinosa,1
2345,site_54.63_14.28,10-29-2001,Hartlaubella gelatinosa,1
2346,site_54.63_14.28,10-20-2002,Hartlaubella gelatinosa,1
2347,site_54.63_14.28,10-17-2003,Hartlaubella gelatinosa,1
2348,site_54.63_14.28,11-2-2004,Hartlaubella gelatinosa,1
2349,site_54.63_14.28,11-2-1995,Hediste diversicolor,2
2350,site_54.63_14.28,10-26-1991,Hydrobia ulvae,14
2351,site_54.63_14.28,11-1-1992,Hydrobia ulvae,5
2352,site_54.63_14.28,10-4-1993,Hydrobia ulvae,43
2353,site_54.63_14.28,10-30-1994,Hydrobia ulvae,91
2354,site_54.63_14.28,11-2-1995,Hydrobia ulvae,178
2355,site_54.63_14.28,10-29-1997,Hydrobia ulvae,17
2356,site_54.63_14.28,10-17-2003,Hydrobia ulvae,177
2357,site_54.63_14.28,11-2-2004,Hydrobia ulvae,391
2358,site_54.63_14.28,11-3-1998,Hyperia galba,1
2359,site_54.63_14.28,11-2-2004,Hyperia galba,1
2360,site_54.63_14.28,11-2-2004,Idotea balthica,1
2361,site_54.63_14.28,11-2-2004,Idotea chelipes,1
2362,site_54.63_14.28,10-4-1993,Jaera albifrons,36
2363,site_54.63_14.28,11-2-1995,Jaera albifrons,9
2364,site_54.63_14.28,11-3-1998,Jaera albifrons,7
2365,site_54.63_14.28,9-10-1999,Jaera albifrons,7
2366,site_54.63_14.28,10-29-2000,Jaera albifrons,1
2367,site_54.63_14.28,10-29-2001,Jaera albifrons,1
2368,site_54.63_14.28,10-20-2002,Jaera albifrons,1
2369,site_54.63_14.28,10-17-2003,Jaera albifrons,1
2370,site_54.63_14.28,11-2-2004,Jaera albifrons,1
2371,site_54.63_14.28,10-29-1997,Laomedea flexuosa,1
2372,site_54.63_14.28,11-3-1998,Laomedea flexuosa,1
2373,site_54.63_14.28,5-10-1980,Macoma balthica,519
2374,site_54.63_14.28,10-31-1987,Macoma balthica,275
2375,site_54.63_14.28,10-26-1991,Macoma balthica,61
2376,site_54.63_14.28,11-1-1992,Macoma balthica,82
2377,site_54.63_14.28,10-4-1993,Macoma balthica,1293
2378,site_54.63_14.28,10-30-1994,Macoma balthica,2247
2379,site_54.63_14.28,11-2-1995,Macoma balthica,1846
2380,site_54.63_14.28,10-29-1997,Macoma balthica,1503
2381,site_54.63_14.28,11-3-1998,Macoma balthica,1456
2382,site_54.63_14.28,9-10-1999,Macoma balthica,1827
2383,site_54.63_14.28,10-29-2000,Macoma balthica,1187
2384,site_54.63_14.28,10-29-2001,Macoma balthica,966
2385,site_54.63_14.28,10-20-2002,Macoma balthica,473
2386,site_54.63_14.28,10-17-2003,Macoma balthica,1017
2387,site_54.63_14.28,11-2-2004,Macoma balthica,724
2388,site_54.63_14.28,10-4-1993,Marenzelleria neglecta,10
2389,site_54.63_14.28,10-30-1994,Marenzelleria neglecta,6
2390,site_54.63_14.28,11-2-1995,Marenzelleria neglecta,5
2391,site_54.63_14.28,10-31-1987,Monoporeia affinis,65
2392,site_54.63_14.28,10-29-2001,Monoporeia affinis,3
2393,site_54.63_14.28,10-20-2002,Monoporeia affinis,10
2394,site_54.63_14.28,10-31-1987,Mya arenaria,6
2395,site_54.63_14.28,10-26-1991,Mya arenaria,27
2396,site_54.63_14.28,11-1-1992,Mya arenaria,5
2397,site_54.63_14.28,10-4-1993,Mya arenaria,32
2398,site_54.63_14.28,10-30-1994,Mya arenaria,22
2399,site_54.63_14.28,11-2-1995,Mya arenaria,45
2400,site_54.63_14.28,10-29-1997,Mya arenaria,48
2401,site_54.63_14.28,11-3-1998,Mya arenaria,10
2402,site_54.63_14.28,9-10-1999,Mya arenaria,54
2403,site_54.63_14.28,10-29-2000,Mya arenaria,20
2404,site_54.63_14.28,10-29-2001,Mya arenaria,24
2405,site_54.63_14.28,10-20-2002,Mya arenaria,14
2406,site_54.63_14.28,10-17-2003,Mya arenaria,48
2407,site_54.63_14.28,11-2-2004,Mya arenaria,116
2408,site_54.63_14.28,11-2-1995,Mysis mixta,1
2409,site_54.63_14.28,11-3-1998,Mysis mixta,1
2410,site_54.63_14.28,9-10-1999,Mysis mixta,1
2411,site_54.63_14.28,10-29-2000,Mysis mixta,1
2412,site_54.63_14.28,10-29-2001,Mysis mixta,1
2413,site_54.63_14.28,10-17-2003,Mysis mixta,1
2414,site_54.63_14.28,11-2-2004,Mysis mixta,1
2415,site_54.63_14.28,5-10-1980,Mytilus edulis,79
2416,site_54.63_14.28,10-31-1987,Mytilus edulis,56
2417,site_54.63_14.28,10-26-1991,Mytilus edulis,14
2418,site_54.63_14.28,11-1-1992,Mytilus edulis,143
2419,site_54.63_14.28,10-4-1993,Mytilus edulis,1571
2420,site_54.63_14.28,10-30-1994,Mytilus edulis,222
2421,site_54.63_14.28,11-2-1995,Mytilus edulis,663
2422,site_54.63_14.28,10-29-1997,Mytilus edulis,340
2423,site_54.63_14.28,11-3-1998,Mytilus edulis,1486
2424,site_54.63_14.28,9-10-1999,Mytilus edulis,1779
2425,site_54.63_14.28,10-29-2000,Mytilus edulis,303
2426,site_54.63_14.28,10-29-2001,Mytilus edulis,296
2427,site_54.63_14.28,10-20-2002,Mytilus edulis,184
2428,site_54.63_14.28,10-17-2003,Mytilus edulis,37
2429,site_54.63_14.28,11-2-2004,Mytilus edulis,109
2430,site_54.63_14.28,11-3-1998,Nais elinguis,3
2431,site_54.63_14.28,10-29-2000,Nais elinguis,1
2432,site_54.63_14.28,10-20-2002,Nais elinguis,1
2433,site_54.63_14.28,10-29-2001,Nemertina,3
2434,site_54.63_14.28,10-26-1991,Neomysis integer,3
2435,site_54.63_14.28,11-3-1998,Neomysis integer,1
2436,site_54.63_14.28,9-10-1999,Neomysis integer,1
2437,site_54.63_14.28,10-29-2000,Neomysis integer,1
2438,site_54.63_14.28,10-29-2001,Neomysis integer,1
2439,site_54.63_14.28,10-20-2002,Neomysis integer,1
2440,site_54.63_14.28,10-17-2003,Neomysis integer,1
2441,site_54.63_14.28,11-2-2004,Neomysis integer,1
2442,site_54.63_14.28,10-26-1991,Oligochaeta,24
2443,site_54.63_14.28,11-1-1992,Oligochaeta,15
2444,site_54.63_14.28,10-4-1993,Oligochaeta,558
2445,site_54.63_14.28,10-30-1994,Oligochaeta,454
2446,site_54.63_14.28,11-2-1995,Oligochaeta,425
2447,site_54.63_14.28,10-29-1997,Oligochaeta,20
2448,site_54.63_14.28,10-29-2001,Opercularella lacerata,1
2449,site_54.63_14.28,10-17-2003,Palaemon elegans,1
2450,site_54.63_14.28,11-3-1998,Paranais litoralis,7
2451,site_54.63_14.28,11-2-1995,Pontoporeia femorata,1
2452,site_54.63_14.28,10-29-1997,Pontoporeia femorata,10
2453,site_54.63_14.28,9-10-1999,Pontoporeia femorata,3
2454,site_54.63_14.28,11-2-2004,Pontoporeia femorata,3
2455,site_54.63_14.28,11-2-2004,Praunus flexuosus,1
2456,site_54.63_14.28,11-2-2004,Priapulus caudatus,3
2457,site_54.63_14.28,10-31-1987,Pygospio elegans,422
2458,site_54.63_14.28,10-26-1991,Pygospio elegans,361
2459,site_54.63_14.28,11-1-1992,Pygospio elegans,699
2460,site_54.63_14.28,10-4-1993,Pygospio elegans,3935
2461,site_54.63_14.28,10-30-1994,Pygospio elegans,7240
2462,site_54.63_14.28,11-2-1995,Pygospio elegans,8319
2463,site_54.63_14.28,10-29-1997,Pygospio elegans,2759
2464,site_54.63_14.28,11-3-1998,Pygospio elegans,3949
2465,site_54.63_14.28,9-10-1999,Pygospio elegans,5636
2466,site_54.63_14.28,10-29-2000,Pygospio elegans,2374
2467,site_54.63_14.28,10-29-2001,Pygospio elegans,483
2468,site_54.63_14.28,10-20-2002,Pygospio elegans,633
2469,site_54.63_14.28,10-17-2003,Pygospio elegans,3058
2470,site_54.63_14.28,11-2-2004,Pygospio elegans,1881
2471,site_54.63_14.28,10-31-1987,Saduria entomon,9
2472,site_54.63_14.28,10-4-1993,Saduria entomon,2
2473,site_54.63_14.28,11-2-1995,Saduria entomon,2
2474,site_54.63_14.28,11-3-1998,Saduria entomon,3
2475,site_54.63_14.28,9-10-1999,Saduria entomon,3
2476,site_54.63_14.28,10-29-2000,Saduria entomon,7
2477,site_54.63_14.28,10-29-2001,Saduria entomon,14
2478,site_54.63_14.28,10-20-2002,Saduria entomon,24
2479,site_54.63_14.28,10-17-2003,Saduria entomon,7
2480,site_54.63_14.28,11-2-2004,Saduria entomon,14
2481,site_54.63_14.28,10-4-1993,Scoloplos armiger,12
2482,site_54.63_14.28,10-30-1994,Scoloplos armiger,23
2483,site_54.63_14.28,11-2-1995,Scoloplos armiger,10
2484,site_54.63_14.28,10-26-1991,Travisia forbesii,3
2485,site_54.63_14.28,11-1-1992,Travisia forbesii,10
2486,site_54.63_14.28,10-4-1993,Travisia forbesii,7
2487,site_54.63_14.28,10-30-1994,Travisia forbesii,5
2488,site_54.63_14.28,11-2-1995,Travisia forbesii,4
2489,site_54.63_14.28,11-3-1998,Tubifex costatus,109
2490,site_54.63_14.28,9-10-1999,Tubifex costatus,17
2491,site_54.63_14.28,10-29-2000,Tubifex costatus,99
2492,site_54.63_14.28,10-29-2001,Tubifex costatus,7
2493,site_54.63_14.28,10-17-2003,Tubifex costatus,51
2494,site_54.63_14.28,11-2-2004,Tubifex costatus,7
2495,site_54.63_14.28,10-20-2002,Tubificoides benedeni,3
2496,site_54.63_14.28,10-17-2003,Tubificoides benedeni,3
2497,site_54.63_14.28,11-2-2004,Tubificoides benedeni,3
2498,site_54.63_14.28,9-10-1999,Verticillina verticillata,1
2499,site_54.71_13.95,10-27-1986,Ampharete baltica,53
2500,site_54.71_13.95,10-31-1987,Ampharete baltica,6
2501,site_54.71_13.95,10-31-1989,Ampharete baltica,82
2502,site_54.71_13.95,10-31-1990,Ampharete baltica,21
2503,site_54.71_13.95,10-27-1991,Ampharete baltica,60
2504,site_54.71_13.95,8-6-1980,Arenicola marina,3
2505,site_54.71_13.95,10-31-1993,Arenicola marina,6
2506,site_54.71_13.95,10-30-1994,Arenicola marina,3
2507,site_54.71_13.95,11-1-1992,Astarte borealis,3
2508,site_54.71_13.95,5-9-1980,Balanus crenatus,35
2509,site_54.71_13.95,10-31-1989,Balanus crenatus,15
2510,site_54.71_13.95,8-6-1980,Bylgides sarsi,18
2511,site_54.71_13.95,10-27-1986,Bylgides sarsi,31
2512,site_54.71_13.95,10-31-1987,Bylgides sarsi,9
2513,site_54.71_13.95,10-29-1988,Bylgides sarsi,6
2514,site_54.71_13.95,10-31-1990,Bylgides sarsi,3
2515,site_54.71_13.95,10-31-1993,Bylgides sarsi,3
2516,site_54.71_13.95,10-30-1994,Bylgides sarsi,9
2517,site_54.71_13.95,10-31-1987,Capitella capitata,3
2518,site_54.71_13.95,11-1-1992,Capitella capitata,9
2519,site_54.71_13.95,10-31-1993,Capitella capitata,22
2520,site_54.71_13.95,10-30-1994,Capitella capitata,3
2521,site_54.71_13.95,10-31-1990,Corophium volutator,3
2522,site_54.71_13.95,8-6-1980,Diastylis rathkei,27
2523,site_54.71_13.95,5-9-1981,Diastylis rathkei,18
2524,site_54.71_13.95,10-27-1986,Diastylis rathkei,75
2525,site_54.71_13.95,10-31-1987,Diastylis rathkei,62
2526,site_54.71_13.95,10-29-1988,Diastylis rathkei,32
2527,site_54.71_13.95,10-31-1989,Diastylis rathkei,59
2528,site_54.71_13.95,10-31-1990,Diastylis rathkei,3
2529,site_54.71_13.95,10-27-1991,Diastylis rathkei,38
2530,site_54.71_13.95,10-31-1993,Diastylis rathkei,16
2531,site_54.71_13.95,10-30-1994,Diastylis rathkei,223
2532,site_54.71_13.95,10-27-1991,Eteone longa,25
2533,site_54.71_13.95,8-6-1980,Fabricia stellaris,9
2534,site_54.71_13.95,10-27-1986,Fabricia stellaris,13
2535,site_54.71_13.95,11-1-1992,Fabricia stellaris,41
2536,site_54.71_13.95,10-31-1993,Fabricia stellaris,1802
2537,site_54.71_13.95,10-30-1994,Fabricia stellaris,698
2538,site_54.71_13.95,10-27-1986,Gammarus oceanicus,18
2539,site_54.71_13.95,5-9-1981,Halicryptus spinulosus,3
2540,site_54.71_13.95,10-27-1986,Halicryptus spinulosus,22
2541,site_54.71_13.95,10-31-1989,Halicryptus spinulosus,6
2542,site_54.71_13.95,10-31-1990,Halicryptus spinulosus,26
2543,site_54.71_13.95,10-27-1991,Halicryptus spinulosus,35
2544,site_54.71_13.95,11-1-1992,Halicryptus spinulosus,22
2545,site_54.71_13.95,10-31-1993,Halicryptus spinulosus,47
2546,site_54.71_13.95,10-30-1994,Halicryptus spinulosus,63
2547,site_54.71_13.95,10-31-1990,Hediste diversicolor,12
2548,site_54.71_13.95,10-27-1991,Hediste diversicolor,1714
2549,site_54.71_13.95,10-31-1993,Hediste diversicolor,22
2550,site_54.71_13.95,10-30-1994,Hediste diversicolor,44
2551,site_54.71_13.95,5-9-1980,Heteromastus filiformis,9
2552,site_54.71_13.95,5-9-1981,Hydrobia ulvae,3
2553,site_54.71_13.95,10-27-1986,Hydrobia ulvae,9
2554,site_54.71_13.95,10-31-1989,Hydrobia ulvae,1134
2555,site_54.71_13.95,10-31-1990,Hydrobia ulvae,2737
2556,site_54.71_13.95,10-27-1991,Hydrobia ulvae,965
2557,site_54.71_13.95,11-1-1992,Hydrobia ulvae,35
2558,site_54.71_13.95,10-31-1993,Hydrobia ulvae,1525
2559,site_54.71_13.95,10-30-1994,Hydrobia ulvae,547
2560,site_54.71_13.95,8-6-1980,Idotea balthica,3
2561,site_54.71_13.95,5-9-1980,Lineus ruber,9
2562,site_54.71_13.95,8-6-1980,Lineus ruber,3
2563,site_54.71_13.95,8-6-1980,Macoma balthica,287
2564,site_54.71_13.95,5-9-1981,Macoma balthica,284
2565,site_54.71_13.95,10-27-1986,Macoma balthica,308
2566,site_54.71_13.95,10-31-1987,Macoma balthica,407
2567,site_54.71_13.95,10-29-1988,Macoma balthica,132
2568,site_54.71_13.95,10-31-1989,Macoma balthica,607
2569,site_54.71_13.95,10-31-1990,Macoma balthica,202
2570,site_54.71_13.95,10-27-1991,Macoma balthica,88
2571,site_54.71_13.95,11-1-1992,Macoma balthica,47
2572,site_54.71_13.95,10-31-1993,Macoma balthica,557
2573,site_54.71_13.95,10-30-1994,Macoma balthica,912
2574,site_54.71_13.95,10-31-1993,Marenzelleria neglecta,9
2575,site_54.71_13.95,5-9-1981,Mya arenaria,6
2576,site_54.71_13.95,10-31-1987,Mya arenaria,6
2577,site_54.71_13.95,10-31-1989,Mya arenaria,18
2578,site_54.71_13.95,10-31-1990,Mya arenaria,3
2579,site_54.71_13.95,10-27-1991,Mya arenaria,79
2580,site_54.71_13.95,10-31-1993,Mya arenaria,6
2581,site_54.71_13.95,10-30-1994,Mya arenaria,6
2582,site_54.71_13.95,5-9-1980,Mytilus edulis,1943
2583,site_54.71_13.95,8-6-1980,Mytilus edulis,29
2584,site_54.71_13.95,5-9-1981,Mytilus edulis,3
2585,site_54.71_13.95,10-27-1986,Mytilus edulis,1117
2586,site_54.71_13.95,10-31-1987,Mytilus edulis,23
2587,site_54.71_13.95,10-29-1988,Mytilus edulis,2573
2588,site_54.71_13.95,10-31-1989,Mytilus edulis,70
2589,site_54.71_13.95,10-31-1990,Mytilus edulis,12
2590,site_54.71_13.95,10-27-1991,Mytilus edulis,85
2591,site_54.71_13.95,11-1-1992,Mytilus edulis,575
2592,site_54.71_13.95,10-31-1993,Mytilus edulis,129
2593,site_54.71_13.95,10-30-1994,Mytilus edulis,1387
2594,site_54.71_13.95,10-27-1986,Nemertina,5
2595,site_54.71_13.95,10-31-1989,Nemertina,3
2596,site_54.71_13.95,10-27-1991,Nemertina,3
2597,site_54.71_13.95,10-30-1994,Nemertina,9
2598,site_54.71_13.95,10-31-1989,Nephtys,3
2599,site_54.71_13.95,5-9-1980,Oligochaeta,26
2600,site_54.71_13.95,8-6-1980,Oligochaeta,23
2601,site_54.71_13.95,5-9-1981,Oligochaeta,6
2602,site_54.71_13.95,10-27-1986,Oligochaeta,418
2603,site_54.71_13.95,10-31-1987,Oligochaeta,32
2604,site_54.71_13.95,10-29-1988,Oligochaeta,12
2605,site_54.71_13.95,10-31-1989,Oligochaeta,220
2606,site_54.71_13.95,10-31-1990,Oligochaeta,105
2607,site_54.71_13.95,10-27-1991,Oligochaeta,336
2608,site_54.71_13.95,11-1-1992,Oligochaeta,60
2609,site_54.71_13.95,10-31-1993,Oligochaeta,711
2610,site_54.71_13.95,10-30-1994,Oligochaeta,214
2611,site_54.71_13.95,11-1-1992,Polydora,9
2612,site_54.71_13.95,10-31-1987,Pontoporeia femorata,44
2613,site_54.71_13.95,8-6-1980,Pygospio elegans,21
2614,site_54.71_13.95,5-9-1981,Pygospio elegans,6
2615,site_54.71_13.95,10-27-1986,Pygospio elegans,804
2616,site_54.71_13.95,10-31-1987,Pygospio elegans,1163
2617,site_54.71_13.95,10-29-1988,Pygospio elegans,29
2618,site_54.71_13.95,10-31-1989,Pygospio elegans,1441
2619,site_54.71_13.95,10-31-1990,Pygospio elegans,225
2620,site_54.71_13.95,10-27-1991,Pygospio elegans,667
2621,site_54.71_13.95,11-1-1992,Pygospio elegans,289
2622,site_54.71_13.95,10-31-1993,Pygospio elegans,4802
2623,site_54.71_13.95,10-30-1994,Pygospio elegans,4903
2624,site_54.71_13.95,8-6-1980,Saduria entomon,3
2625,site_54.71_13.95,10-27-1986,Saduria entomon,53
2626,site_54.71_13.95,10-31-1987,Saduria entomon,6
2627,site_54.71_13.95,8-6-1980,Scoloplos armiger,67
2628,site_54.71_13.95,5-9-1981,Scoloplos armiger,41
2629,site_54.71_13.95,10-27-1986,Scoloplos armiger,106
2630,site_54.71_13.95,10-31-1987,Scoloplos armiger,53
2631,site_54.71_13.95,10-31-1989,Scoloplos armiger,56
2632,site_54.71_13.95,10-31-1990,Scoloplos armiger,82
2633,site_54.71_13.95,10-27-1991,Scoloplos armiger,412
2634,site_54.71_13.95,10-30-1994,Scoloplos armiger,28
2635,site_54.71_13.95,10-31-1993,Sphaerodoropsis baltica,6
2636,site_54.71_13.95,10-27-1986,Sphaeroma hookeri,9
2637,site_54.72_13.7,9-13-1999,Ampharete baltica,145
2638,site_54.72_13.7,9-13-1999,Bylgides sarsi,82
2639,site_54.72_13.7,9-13-1999,Capitella capitata,3
2640,site_54.72_13.7,9-13-1999,Diastylis rathkei,572
2641,site_54.72_13.7,9-13-1999,Halicryptus spinulosus,41
2642,site_54.72_13.7,9-13-1999,Hydrobia ulvae,35
2643,site_54.72_13.7,9-13-1999,Macoma balthica,582
2644,site_54.72_13.7,9-13-1999,Mya arenaria,104
2645,site_54.72_13.7,9-13-1999,Mysis mixta,1
2646,site_54.72_13.7,9-13-1999,Mytilus edulis,3
2647,site_54.72_13.7,9-13-1999,Polydora ciliata,3
2648,site_54.72_13.7,9-13-1999,Pontoporeia femorata,167
2649,site_54.72_13.7,9-13-1999,Priapulus caudatus,19
2650,site_54.72_13.7,9-13-1999,Pygospio elegans,113
2651,site_54.72_13.7,9-13-1999,Scoloplos armiger,151
2652,site_54.72_13.7,9-13-1999,Terebellides stroemii,481
2653,site_54.73_12.79,10-15-2003,Abra alba,3
2654,site_54.73_12.79,10-25-1991,Acanthodoris pilosa,3
2655,site_54.73_12.79,10-18-2002,Acanthodoris pilosa,1
2656,site_54.73_12.79,10-15-2003,Acanthodoris pilosa,1
