,site,scientificnameaccepted,yearcollected,Count (Dmnless)
3050,site_55.25_15.98,Terebellides stroemii,2003,44
3051,site_55.25_15.98,Trochochaeta multisetosa,1981,6
3052,site_55.25_15.98,Trochochaeta multisetosa,1994,13
3053,site_55.25_15.98,Trochochaeta multisetosa,2003,41
3054,site_55.55_18.4,Bylgides sarsi,1980,35
3055,site_55.55_18.4,Bylgides sarsi,1981,6
3056,site_55.55_18.4,Bylgides sarsi,1983,21
3057,site_55.55_18.4,Bylgides sarsi,1988,35
3058,site_55.55_18.4,Diastylis rathkei,1980,6
3059,site_55.55_18.4,Diastylis rathkei,1983,3
3060,site_55.55_18.4,Diastylis rathkei,1988,3
3061,site_55.55_18.4,Macoma balthica,1980,3
3062,site_55.55_18.4,Macoma balthica,1988,9
3063,site_55.55_18.4,Mysis mixta,1988,3
3064,site_55.55_18.4,Mytilus edulis,1980,3
3065,site_55.55_18.4,Mytilus edulis,1988,3
3066,site_55.55_18.4,Pontoporeia femorata,1988,44
3067,site_55.55_18.4,Priapulus caudatus,1980,6
3068,site_55.55_18.4,Scoloplos armiger,1980,170
3069,site_55.55_18.4,Scoloplos armiger,1981,59
3070,site_55.55_18.4,Scoloplos armiger,1988,6
3071,site_59.58_23.3,Halicryptus spinulosus,1983,5
3072,site_59.58_23.3,Macoma balthica,1983,14
3073,site_59.58_23.3,Monoporeia affinis,1983,9
3074,site_59.58_23.3,Pontoporeia femorata,1983,5
3075,site_59.92_25.6,Bylgides sarsi,1983,9
3076,site_59.92_25.6,Gastrosaccus spinifer,1983,47
3077,site_59.92_25.6,Monoporeia affinis,1983,3
